filename,power_factor
Mixer_IdeenWelt-500W_r2_MK2_20151012111517.csv,0.147
Toaster_750W_r2_MK2_20151012111819.csv,0.108
Toaster_750W_r2_MK2_20151012111900.csv,0.117
Toaster_750W_r2_MK2_20151012111913.csv,0.114
Toaster_750W_r2_MK2_20151012111928.csv,0.104
Toaster_750W_r2_MK2_20151012111942.csv,0.111
Toaster_750W_r2_MK2_20151012112001.csv,0.114
Toaster_750W_r2_MK2_20151012112012.csv,0.108
Toaster_750W_r2_MK2_20151012112024.csv,0.114
Toaster_750W_r2_MK2_20151012112037.csv,0.11
Toaster_750W_r2_MK2_20151012112051.csv,0.111
Kettle_2000W_r2_MK2_20151012112409.csv,0.104
Kettle_2000W_r2_MK2_20151012112419.csv,0.098
Kettle_2000W_r2_MK2_20151012112428.csv,0.103
Kettle_2000W_r2_MK2_20151012112438.csv,0.1
Kettle_2000W_r2_MK2_20151012112448.csv,0.104
Kettle_2000W_r2_MK2_20151012112459.csv,0.096
Kettle_2000W_r2_MK2_20151012112511.csv,0.103
Kettle_2000W_r2_MK2_20151012112523.csv,0.105
Kettle_2000W_r2_MK2_20151012112534.csv,0.102
Kettle_2000W_r2_MK2_20151012112603.csv,0.105
SolderingIron_80W_r1_MK2_20151012113036.csv,0.497
SolderingIron_80W_r1_MK2_20151012113054.csv,0.3
SolderingIron_80W_r1_MK2_20151012113112.csv,0.582
SolderingIron_80W_r1_MK2_20151012113132.csv,0.599
SolderingIron_80W_r1_MK2_20151012113221.csv,0.286
SolderingIron_80W_r1_MK2_20151012113244.csv,0.404
SolderingIron_80W_r1_MK2_20151012113307.csv,0.287
SolderingIron_80W_r1_MK2_20151012113326.csv,0.657
SolderingIron_80W_r1_MK2_20151012113354.csv,0.669
SolderingIron_80W_r1_MK2_20151012113434.csv,0.29
Shredder_HSMX8-230W_r1_MK2_20151012114053.csv,0.834
Shredder_HSMX8-230W_r1_MK2_20151012114312.csv,0.892
Shredder_HSMX8-230W_r1_MK2_20151012114343.csv,0.848
Shredder_HSMX8-230W_r1_MK2_20151012114651.csv,0.753
Shredder_HSMX8-230W_r1_MK2_20151012114707.csv,0.716
Shredder_HSMX8-230W_r1_MK2_20151012114734.csv,0.944
Shredder_HSMX8-230W_r1_MK2_20151012114829.csv,0.789
Shredder_HSMX8-230W_r1_MK2_20151012114847.csv,0.919
Shredder_HSMX8-230W_r1_MK2_20151012114933.csv,0.999
Shredder_HSMX8-230W_r1_MK2_20151012114958.csv,0.967
Monitor_FujitsuP171_r1_MK2_20151012120036.csv,1.404
Monitor_FujitsuP171_r1_MK2_20151012120109.csv,1.448
Monitor_FujitsuP171_r1_MK2_20151012120140.csv,1.461
Monitor_FujitsuP171_r1_MK2_20151012120155.csv,1.458
Monitor_FujitsuP171_r1_MK2_20151012120205.csv,1.459
Monitor_FujitsuP171_r1_MK2_20151012120219.csv,1.456
Monitor_FujitsuP171_r1_MK2_20151012120232.csv,1.448
Monitor_FujitsuP171_r1_MK2_20151012120245.csv,1.451
Monitor_FujitsuP171_r1_MK2_20151012120258.csv,1.456
Monitor_FujitsuP171_r1_MK2_20151012120311.csv,1.452
Monitor_DellU2713H_r1_MK2_20151012121109.csv,0.6
Monitor_DellU2713H_r1_MK2_20151012132405.csv,0.555
Monitor_DellU2713H_r1_MK2_20151012132421.csv,0.557
Monitor_DellU2713H_r1_MK2_20151012132436.csv,0.551
Monitor_DellU2713H_r1_MK2_20151012132501.csv,0.525
Monitor_DellU2713H_r1_MK2_20151012132556.csv,0.525
Monitor_DellU2713H_r1_MK2_20151012132727.csv,0.543
Monitor_DellU2713H_r1_MK2_20151012132741.csv,0.558
Monitor_DellU2713H_r1_MK2_20151012132757.csv,0.536
Monitor_DellU2713H_r1_MK2_20151012132813.csv,0.531
PowerSupply_BaseTechBT305_r1_MK2_20151016151011.csv,2.243
PowerSupply_BaseTechBT305_r1_MK2_20151016151022.csv,3.458
PowerSupply_BaseTechBT305_r1_MK2_20151016151033.csv,3.079
PowerSupply_BaseTechBT305_r1_MK2_20151016151042.csv,1.437
PowerSupply_BaseTechBT305_r1_MK2_20151016151114.csv,1.904
PowerSupply_BaseTechBT305_r1_MK2_20151016151256.csv,4.131
PowerSupply_BaseTechBT305_r1_MK2_20151016151312.csv,1.11
PowerSupply_BaseTechBT305_r1_MK2_20151016151340.csv,1.394
PowerSupply_BaseTechBT305_r1_MK2_20151016151358.csv,2.353
PowerSupply_BaseTechBT305_r1_MK2_20151016151458.csv,5.848
Kettle_Clatronic_r3_MK2_20151017001448.csv,0.098
Kettle_Clatronic_r3_MK2_20151017001538.csv,0.088
Kettle_Clatronic_r3_MK2_20151017001548.csv,0.092
Kettle_Clatronic_r3_MK2_20151017001604.csv,0.099
Kettle_Clatronic_r3_MK2_20151017001615.csv,0.087
Kettle_Clatronic_r3_MK2_20151017001624.csv,0.093
Kettle_Clatronic_r3_MK2_20151017001633.csv,0.093
Kettle_Clatronic_r3_MK2_20151017001642.csv,0.093
Kettle_Clatronic_r3_MK2_20151017001651.csv,0.091
Mixer_VEB-rg5_r3_MK2_20151017011856.csv,0.376
Mixer_VEB-rg5_r3_MK2_20151017011954.csv,0.367
Mixer_VEB-rg5_r3_MK2_20151017012037.csv,0.352
Mixer_VEB-rg5_r3_MK2_20151017012049.csv,0.379
Mixer_VEB-rg5_r3_MK2_20151017012102.csv,0.373
Mixer_VEB-rg5_r3_MK2_20151017012120.csv,0.381
Mixer_VEB-rg5_r3_MK2_20151017012133.csv,0.331
Mixer_VEB-rg5_r3_MK2_20151017012155.csv,0.366
Mixer_VEB-rg5_r3_MK2_20151017012213.csv,0.403
Mixer_VEB-rg5_r3_MK2_20151017012249.csv,0.377
JigSaw_TIP_r3_MK2_20151017123321.csv,0.401
JigSaw_TIP_r3_MK2_20151017123405.csv,0.42
JigSaw_TIP_r3_MK2_20151017123426.csv,0.414
JigSaw_TIP_r3_MK2_20151017123444.csv,0.362
JigSaw_TIP_r3_MK2_20151017123502.csv,0.414
JigSaw_TIP_r3_MK2_20151017123523.csv,0.391
JigSaw_TIP_r3_MK2_20151017123538.csv,0.407
JigSaw_TIP_r3_MK2_20151017123552.csv,0.404
JigSaw_TIP_r3_MK2_20151017123607.csv,0.352
JigSaw_TIP_r3_MK2_20151017123627.csv,0.4
DrillingMachine_ProWorkSMJ500e_r3_MK2_20151017123919.csv,0.323
DrillingMachine_ProWorkSMJ500e_r3_MK2_20151017124000.csv,0.321
DrillingMachine_ProWorkSMJ500e_r3_MK2_20151017124022.csv,0.315
DrillingMachine_ProWorkSMJ500e_r3_MK2_20151017124103.csv,0.351
DrillingMachine_ProWorkSMJ500e_r3_MK2_20151017124121.csv,0.334
DrillingMachine_ProWorkSMJ500e_r3_MK2_20151017124201.csv,0.335
DrillingMachine_ProWorkSMJ500e_r3_MK2_20151017124216.csv,0.344
DrillingMachine_ProWorkSMJ500e_r3_MK2_20151017124235.csv,0.334
DrillingMachine_ProWorkSMJ500e_r3_MK2_20151017124249.csv,0.352
DrillingMachine_ProWorkSMJ500e_r3_MK2_20151017124307.csv,0.335
Iron_AFK1800W_r3_MK2_20151017124918.csv,0.093
Iron_AFK1800W_r3_MK2_20151017124928.csv,0.094
Iron_AFK1800W_r3_MK2_20151017124939.csv,0.101
Iron_AFK1800W_r3_MK2_20151017124950.csv,0.088
Iron_AFK1800W_r3_MK2_20151017125001.csv,0.097
Iron_AFK1800W_r3_MK2_20151017125011.csv,0.1
Iron_AFK1800W_r3_MK2_20151017125022.csv,0.1
Iron_AFK1800W_r3_MK2_20151017125126.csv,0.101
Iron_AFK1800W_r3_MK2_20151017125241.csv,0.099
Iron_AFK1800W_r3_MK2_20151017125403.csv,0.093
Iron_Clatronic1200W_r3_MK2_20151017125552.csv,0.102
Iron_Clatronic1200W_r3_MK2_20151017125602.csv,0.099
Iron_Clatronic1200W_r3_MK2_20151017125613.csv,0.095
Iron_Clatronic1200W_r3_MK2_20151017125622.csv,0.1
Iron_Clatronic1200W_r3_MK2_20151017125632.csv,0.104
Iron_Clatronic1200W_r3_MK2_20151017125642.csv,0.098
Iron_Clatronic1200W_r3_MK2_20151017125652.csv,0.095
Iron_Clatronic1200W_r3_MK2_20151017125703.csv,0.095
Iron_Clatronic1200W_r3_MK2_20151017125852.csv,0.097
Iron_Clatronic1200W_r3_MK2_20151017130106.csv,0.106
VacuumCleaner_Siemens2500W_r3_MK2_20151017131802.csv,0.699
VacuumCleaner_Siemens2500W_r3_MK2_20151017131820.csv,0.693
VacuumCleaner_Siemens2500W_r3_MK2_20151017131839.csv,0.692
VacuumCleaner_Siemens2500W_r3_MK2_20151017131901.csv,0.689
VacuumCleaner_Siemens2500W_r3_MK2_20151017131935.csv,0.691
VacuumCleaner_Siemens2500W_r3_MK2_20151017131959.csv,0.689
VacuumCleaner_Siemens2500W_r3_MK2_20151017132023.csv,0.683
VacuumCleaner_Siemens2500W_r3_MK2_20151017132049.csv,0.685
VacuumCleaner_Siemens2500W_r3_MK2_20151017132113.csv,0.688
VacuumCleaner_Siemens2500W_r3_MK2_20151017132230.csv,0.697
HairDryer_RemingtonD5000_r3_MK2_20151017132922.csv,0.099
HairDryer_RemingtonD5000_r3_MK2_20151017132940.csv,0.093
HairDryer_RemingtonD5000_r3_MK2_20151017132952.csv,0.09
HairDryer_RemingtonD5000_r3_MK2_20151017133004.csv,0.092
HairDryer_RemingtonD5000_r3_MK2_20151017133029.csv,0.205
HairDryer_RemingtonD5000_r3_MK2_20151017133041.csv,0.1
HairDryer_RemingtonD5000_r3_MK2_20151017133052.csv,0.095
HairDryer_RemingtonD5000_r3_MK2_20151017133103.csv,0.098
HairDryer_RemingtonD5000_r3_MK2_20151017133117.csv,0.092
HairDryer_RemingtonD5000_r3_MK2_20151017133211.csv,0.1
FanHeater_Zhongshan_r3_MK2_20151017133341.csv,0.087
FanHeater_Zhongshan_r3_MK2_20151017133355.csv,0.089
FanHeater_Zhongshan_r3_MK2_20151017133410.csv,0.093
FanHeater_Zhongshan_r3_MK2_20151017133430.csv,0.086
FanHeater_Zhongshan_r3_MK2_20151017133502.csv,0.088
FanHeater_Zhongshan_r3_MK2_20151017133526.csv,0.085
FanHeater_Zhongshan_r3_MK2_20151017133549.csv,0.091
FanHeater_Zhongshan_r3_MK2_20151017133608.csv,0.081
FanHeater_Zhongshan_r3_MK2_20151017133627.csv,0.086
FanHeater_Zhongshan_r3_MK2_20151017133647.csv,0.086
Toaster_Powertec-900W_r3_MK2_20151017134450.csv,0.103
Toaster_Powertec-900W_r3_MK2_20151017134508.csv,0.104
Toaster_Powertec-900W_r3_MK2_20151017134516.csv,0.1
Toaster_Powertec-900W_r3_MK2_20151017134527.csv,0.105
Toaster_Powertec-900W_r3_MK2_20151017134538.csv,0.106
Toaster_Powertec-900W_r3_MK2_20151017134549.csv,0.103
Toaster_Powertec-900W_r3_MK2_20151017134600.csv,0.105
Toaster_Powertec-900W_r3_MK2_20151017134610.csv,0.106
Toaster_Powertec-900W_r3_MK2_20151017134621.csv,0.104
Toaster_Powertec-900W_r3_MK2_20151017134716.csv,0.104
HalogenFluter_300W_r3_MK2_20151017135333.csv,0.161
HalogenFluter_300W_r3_MK2_20151017135345.csv,0.156
HalogenFluter_300W_r3_MK2_20151017135355.csv,0.153
HalogenFluter_300W_r3_MK2_20151017135408.csv,0.142
HalogenFluter_300W_r3_MK2_20151017135417.csv,0.136
HalogenFluter_300W_r3_MK2_20151017135427.csv,0.12
HalogenFluter_300W_r3_MK2_20151017135437.csv,0.156
HalogenFluter_300W_r3_MK2_20151017135447.csv,0.155
HalogenFluter_300W_r3_MK2_20151017135501.csv,0.126
HalogenFluter_300W_r3_MK2_20151017135510.csv,0.136
LightBulb_Tungsten-40W_r3_MK2_20151017135738.csv,0.163
LightBulb_Tungsten-40W_r3_MK2_20151017135748.csv,0.152
LightBulb_Tungsten-40W_r3_MK2_20151017135757.csv,0.159
LightBulb_Tungsten-40W_r3_MK2_20151017135805.csv,0.15
LightBulb_Tungsten-40W_r3_MK2_20151017135813.csv,0.168
LightBulb_Tungsten-40W_r3_MK2_20151017135821.csv,0.161
LightBulb_Tungsten-40W_r3_MK2_20151017135829.csv,0.164
LightBulb_Tungsten-40W_r3_MK2_20151017135837.csv,0.16
LightBulb_Tungsten-40W_r3_MK2_20151017135845.csv,0.152
LightBulb_Tungsten-40W_r3_MK2_20151017135854.csv,0.172
Microwave_Sharp_r3_MK2_20151017140537.csv,0.568
Microwave_Sharp_r3_MK2_20151017140550.csv,0.506
Microwave_Sharp_r3_MK2_20151017140601.csv,0.476
Microwave_Sharp_r3_MK2_20151017140624.csv,0.533
Microwave_Sharp_r3_MK2_20151017140636.csv,0.503
Microwave_Sharp_r3_MK2_20151017140648.csv,0.502
Microwave_Sharp_r3_MK2_20151017140659.csv,0.492
Microwave_Sharp_r3_MK2_20151017140711.csv,0.507
Microwave_Sharp_r3_MK2_20151017140724.csv,0.513
Microwave_Sharp_r3_MK2_20151017140737.csv,0.504
DesktopPC_300W_r3_MK2_20151017173815.csv,1.599
DesktopPC_300W_r3_MK2_20151017173833.csv,0.563
DesktopPC_300W_r3_MK2_20151017173853.csv,0.552
DesktopPC_300W_r3_MK2_20151017173945.csv,0.525
DesktopPC_300W_r3_MK2_20151017174005.csv,0.539
DesktopPC_300W_r3_MK2_20151017174022.csv,0.555
DesktopPC_300W_r3_MK2_20151017174037.csv,0.543
DesktopPC_300W_r3_MK2_20151017174054.csv,0.558
DesktopPC_300W_r3_MK2_20151017174108.csv,0.544
DesktopPC_300W_r3_MK2_20151017174121.csv,0.539
PowerSupply_UHS401-1_r3_MK2_20151017174741.csv,2.725
PowerSupply_UHS401-1_r3_MK2_20151017174752.csv,2.501
PowerSupply_UHS401-1_r3_MK2_20151017174802.csv,2.015
PowerSupply_UHS401-1_r3_MK2_20151017174812.csv,2.319
PowerSupply_UHS401-1_r3_MK2_20151017174822.csv,2.607
PowerSupply_UHS401-1_r3_MK2_20151017174831.csv,2.492
PowerSupply_UHS401-1_r3_MK2_20151017174841.csv,2.523
PowerSupply_UHS401-1_r3_MK2_20151017174849.csv,2.721
PowerSupply_UHS401-1_r3_MK2_20151017174857.csv,2.463
PowerSupply_UHS401-1_r3_MK2_20151017174906.csv,2.399
LaserPrinter_BrotherHL1450_r3_MK2_20151018103058.csv,0.286
LaserPrinter_BrotherHL1450_r3_MK2_20151018103121.csv,0.272
LaserPrinter_BrotherHL1450_r3_MK2_20151018103201.csv,0.2
LaserPrinter_BrotherHL1450_r3_MK2_20151018103304.csv,0.212
LaserPrinter_BrotherHL1450_r3_MK2_20151018103354.csv,0.201
LaserPrinter_BrotherHL1450_r3_MK2_20151018103532.csv,0.216
LaserPrinter_BrotherHL1450_r3_MK2_20151018103654.csv,0.233
LaserPrinter_BrotherHL1450_r3_MK2_20151018103731.csv,0.198
LaserPrinter_BrotherHL1450_r3_MK2_20151018103814.csv,0.226
LaserPrinter_BrotherHL1450_r3_MK2_20151018103857.csv,0.209
LightBulb_Halogen-30W_r3_MK2_20151018111428.csv,0.139
LightBulb_Halogen-30W_r3_MK2_20151018111452.csv,0.141
LightBulb_Halogen-30W_r3_MK2_20151018111540.csv,0.133
LightBulb_Halogen-30W_r3_MK2_20151018111554.csv,0.136
LightBulb_Halogen-30W_r3_MK2_20151018111610.csv,0.137
LightBulb_Halogen-30W_r3_MK2_20151018111641.csv,0.148
LightBulb_Halogen-30W_r3_MK2_20151018111755.csv,0.15
LightBulb_Halogen-30W_r3_MK2_20151018111814.csv,0.135
LightBulb_Halogen-30W_r3_MK2_20151018111830.csv,0.137
LightBulb_Halogen-30W_r3_MK2_20151018111845.csv,0.145
HIFI_YamahaA500_r3_MK2_20151018113750.csv,0.526
HIFI_YamahaA500_r3_MK2_20151018113801.csv,0.703
HIFI_YamahaA500_r3_MK2_20151018113813.csv,0.78
HIFI_YamahaA500_r3_MK2_20151018113822.csv,0.925
HIFI_YamahaA500_r3_MK2_20151018113831.csv,0.917
HIFI_YamahaA500_r3_MK2_20151018113840.csv,1.115
HIFI_YamahaA500_r3_MK2_20151018113849.csv,0.873
HIFI_YamahaA500_r3_MK2_20151018113858.csv,0.769
HIFI_YamahaA500_r3_MK2_20151018113907.csv,1.231
HIFI_YamahaA500_r3_MK2_20151018113915.csv,0.877
Shredder_Quigg190W_r3_MK2_20151018140535.csv,0.366
Shredder_Quigg190W_r3_MK2_20151018140600.csv,0.41
Shredder_Quigg190W_r3_MK2_20151018140618.csv,0.397
Shredder_Quigg190W_r3_MK2_20151018140643.csv,0.373
Shredder_Quigg190W_r3_MK2_20151018140659.csv,0.374
Shredder_Quigg190W_r3_MK2_20151018141040.csv,0.372
Shredder_Quigg190W_r3_MK2_20151018141102.csv,0.334
Shredder_Quigg190W_r3_MK2_20151018141133.csv,0.285
Shredder_Quigg190W_r3_MK2_20151018141143.csv,0.304
Shredder_Quigg190W_r3_MK2_20151018141159.csv,0.274
Fan_HoneywellCL25AE_r5_MK2_20151022182552.csv,0.112
Fan_HoneywellCL25AE_r5_MK2_20151022182627.csv,0.11
Fan_HoneywellCL25AE_r5_MK2_20151022182614.csv,0.077
Fan_Krisbow50W_r5_MK2_20151022173811.csv,0.12
Fan_Krisbow50W_r5_MK2_20151022173704.csv,0.123
Fan_HoneywellCL25AE_r5_MK2_20151022182725.csv,0.116
Fan_HoneywellCL25AE_r5_MK2_20151022182639.csv,0.112
Fan_Krisbow50W_r5_MK2_20151022173907.csv,0.121
Fan_Krisbow50W_r5_MK2_20151022173731.csv,0.121
Fan_HoneywellCL25AE_r5_MK2_20151022182800.csv,0.116
Fan_HoneywellCL25AE_r5_MK2_20151022182536.csv,0.117
Fan_HoneywellCL25AE_r5_MK2_20151022182654.csv,0.107
Fan_Krisbow50W_r5_MK2_20151022173847.csv,0.127
Fan_HoneywellCL25AE_r5_MK2_20151022182740.csv,0.121
Fan_Krisbow50W_r5_MK2_20151022174001.csv,0.237
Fan_HoneywellCL25AE_r5_MK2_20151022182711.csv,0.122
FlatIron_PhilipsA_r5_MK2_20151022183453.csv,0.203
FlatIron_PhilipsA_r5_MK2_20151022183408.csv,0.194
Fan_Krisbow50W_r5_MK2_20151022174040.csv,0.114
FlatIron_PhilipsA_r5_MK2_20151022183638.csv,0.213
DeepFryer_Kueche1500W_r5_MK2_20151028045634.csv,0.074
Fan_Krisbow50W_r5_MK2_20151022174122.csv,0.113
FlatIron_PhilipsA_r5_MK2_20151022183354.csv,0.19
FlatIron_PhilipsA_r5_MK2_20151022183424.csv,0.199
FlatIron_PhilipsA_r5_MK2_20151022183344.csv,0.158
Fan_Krisbow50W_r5_MK2_20151022174102.csv,0.117
FlatIron_PhilipsA_r5_MK2_20151022183442.csv,0.191
FlatIron_PhilipsA_r5_MK2_20151022183557.csv,0.216
FlatIron_PhilipsA_r5_MK2_20151022183512.csv,0.193
DeepFryer_Kueche1500W_r5_MK2_20151028045616.csv,0.085
FlatIron_PhilipsA_r5_MK2_20151022183541.csv,0.24
Fan_Krisbow50W_r5_MK2_20151022174020.csv,0.116
DeepFryer_Kueche1500W_r5_MK2_20151028045602.csv,0.085
Iron_PhilipsFeatherLight_r5_MK2_20151022181410.csv,0.109
Iron_PhilipsFeatherLight_r5_MK2_20151022181514.csv,0.11
Iron_PhilipsFeatherLight_r5_MK2_20151022181347.csv,0.107
Iron_PhilipsFeatherLight_r5_MK2_20151022181451.csv,0.107
Iron_PhilipsFeatherLight_r5_MK2_20151022181358.csv,0.109
DeepFryer_Kueche1500W_r5_MK2_20151028045806.csv,0.078
Iron_PhilipsFeatherLight_r5_MK2_20151022181535.csv,0.11
Iron_PhilipsFeatherLight_r5_MK2_20151022181440.csv,0.099
DeepFryer_Kueche1500W_r5_MK2_20151028045740.csv,0.082
Iron_PhilipsFeatherLight_r5_MK2_20151022181430.csv,0.1
Iron_PhilipsFeatherLight_r5_MK2_20151022181503.csv,0.11
Iron_PhilipsFeatherLight_r5_MK2_20151022181524.csv,0.097
DeepFryer_Kueche1500W_r5_MK2_20151028045727.csv,0.084
DeepFryer_Kueche1500W_r5_MK2_20151028045900.csv,0.085
DeepFryer_Kueche1500W_r5_MK2_20151028045649.csv,0.086
DeepFryer_Kueche1500W_r5_MK2_20151028045841.csv,0.069
DeepFryer_Kueche1500W_r5_MK2_20151028045824.csv,0.085
JuiceMaker_PowerJuicer_r5_MK2_20151028050612.csv,0.515
JuiceMaker_PowerJuicer_r5_MK2_20151028050706.csv,0.477
LEDLight_A_r4_MK2_20151028072456.csv,0.792
JuiceMaker_PowerJuicer_r5_MK2_20151028050953.csv,0.477
JuiceMaker_PowerJuicer_r5_MK2_20151028051051.csv,0.48
JuiceMaker_PowerJuicer_r5_MK2_20151028050746.csv,0.486
JuiceMaker_PowerJuicer_r5_MK2_20151028050902.csv,0.486
LEDLight_A_r4_MK2_20151028072619.csv,1.331
JuiceMaker_PowerJuicer_r5_MK2_20151028051243.csv,0.48
LEDLight_A_r4_MK2_20151028072826.csv,1.118
JuiceMaker_PowerJuicer_r5_MK2_20151028051327.csv,0.475
LEDLight_A_r4_MK2_20151028072938.csv,1.15
JuiceMaker_PowerJuicer_r5_MK2_20151028050357.csv,0.486
LEDLight_A_r4_MK2_20151028072653.csv,0.933
JuiceMaker_PowerJuicer_r5_MK2_20151028050442.csv,0.479
LEDLight_A_r4_MK2_20151028072926.csv,0.705
LEDLight_A_r4_MK2_20151028072951.csv,1.054
Toaster_Electrolux_r5_MK2_20151028035340.csv,0.105
Massage_Advance_r5_MK2_20151022185245.csv,1.854
LEDLight_A_r4_MK2_20151028073021.csv,0.601
Massage_Advance_r5_MK2_20151022185255.csv,1.868
Massage_Advance_r5_MK2_20151022185209.csv,1.825
Massage_Advance_r5_MK2_20151022185145.csv,1.831
Massage_Advance_r5_MK2_20151022185221.csv,1.83
Toaster_Electrolux_r5_MK2_20151028035355.csv,0.102
Massage_Advance_r5_MK2_20151022185158.csv,1.834
Massage_Advance_r5_MK2_20151022185101.csv,1.819
Massage_Advance_r5_MK2_20151022185118.csv,1.826
Toaster_Electrolux_r5_MK2_20151028035348.csv,0.105
LEDLight_A_r4_MK2_20151028073010.csv,0.656
Massage_Advance_r5_MK2_20151022185233.csv,1.853
LEDLight_A_r4_MK2_20151028073001.csv,0.462
Massage_Advance_r5_MK2_20151022185133.csv,1.836
Toaster_Electrolux_r5_MK2_20151028035446.csv,0.107
Treadmill_Shaga_r5_MK2_20151028054447.csv,1.38
Treadmill_Shaga_r5_MK2_20151028054258.csv,1.462
Treadmill_Shaga_r5_MK2_20151028054231.csv,1.467
Toaster_Electrolux_r5_MK2_20151028035402.csv,0.104
Treadmill_Shaga_r5_MK2_20151028054647.csv,1.409
Treadmill_Shaga_r5_MK2_20151028054412.csv,1.353
Toaster_Electrolux_r5_MK2_20151028035409.csv,0.104
Treadmill_Shaga_r5_MK2_20151028054333.csv,1.39
Treadmill_Shaga_r5_MK2_20151028054606.csv,1.395
Treadmill_Shaga_r5_MK2_20151028054625.csv,1.397
Toaster_Electrolux_r5_MK2_20151028035417.csv,0.102
Toaster_Electrolux_r5_MK2_20151028035431.csv,0.102
Treadmill_Shaga_r5_MK2_20151028054200.csv,1.562
Treadmill_Shaga_r5_MK2_20151028054534.csv,1.382
Toaster_Electrolux_r5_MK2_20151028035439.csv,0.103
Toaster_Electrolux_r5_MK2_20151028035424.csv,0.106
VacuumCleaner_Maximus_r5_MK2_20151029045214.csv,0.304
VacuumCleaner_Maximus_r5_MK2_20151029045228.csv,0.328
VacuumCleaner_Maximus_r5_MK2_20151029045245.csv,0.326
VacuumCleaner_Maximus_r5_MK2_20151029045257.csv,0.322
VacuumCleaner_Maximus_r5_MK2_20151029045310.csv,0.322
VacuumCleaner_Maximus_r5_MK2_20151029045321.csv,0.322
VacuumCleaner_Maximus_r5_MK2_20151029045335.csv,0.295
VacuumCleaner_Maximus_r5_MK2_20151029045349.csv,0.32
VacuumCleaner_Maximus_r5_MK2_20151029045402.csv,0.304
VacuumCleaner_Maximus_r5_MK2_20151029045416.csv,0.273
Charger_Patona_r5_MK2_20151028180120.csv,6.22
Charger_Patona_r5_MK2_20151028180135.csv,6.617
Charger_Blackberry_r5_MK2_20151028181112.csv,2.806
Charger_Blackberry_r5_MK2_20151028181319.csv,2.858
Charger_Blackberry_r5_MK2_20151028181334.csv,2.71
Charger_Blackberry_r5_MK2_20151028181030.csv,2.787
Charger_Blackberry_r5_MK2_20151028181020.csv,2.961
Charger_Blackberry_r5_MK2_20151028181212.csv,2.879
Charger_Blackberry_r5_MK2_20151028181823.csv,2.869
Charger_Blackberry_r5_MK2_20151028181408.csv,2.765
Charger_Patona_r5_MK2_20151028180145.csv,5.663
Charger_Blackberry_r5_MK2_20151028181102.csv,2.883
Charger_Blackberry_r5_MK2_20151028181201.csv,3.761
Charger_Patona_r5_MK2_20151028180203.csv,5.739
Charger_Patona_r5_MK2_20151028180221.csv,5.561
Charger_Patona_r5_MK2_20151028180248.csv,5.624
Charger_Patona_r5_MK2_20151028180154.csv,6.952
Charger_Patona_r5_MK2_20151028180230.csv,5.746
Charger_Patona_r5_MK2_20151028180239.csv,5.62
Charger_Patona_r5_MK2_20151028180212.csv,5.585
HairDryer_PhilipsSalonDryTravel_r5_MK2_20151029041613.csv,0.098
HairDryer_PhilipsSalonDryTravel_r5_MK2_20151029041635.csv,0.106
HairDryer_PhilipsSalonDryTravel_r5_MK2_20151029041604.csv,0.099
HairDryer_PhilipsSalonDryTravel_r5_MK2_20151029041538.csv,0.105
HairDryer_PhilipsSalonDryTravel_r5_MK2_20151029041452.csv,0.1
HairDryer_PhilipsSalonDryTravel_r5_MK2_20151029041530.csv,0.098
HairDryer_PhilipsSalonDryTravel_r5_MK2_20151029041507.csv,0.109
HairDryer_PhilipsSalonDryTravel_r5_MK2_20151029041626.csv,0.105
HairDryer_PhilipsSalonDryTravel_r5_MK2_20151029041556.csv,0.104
HairDryer_PhilipsSalonDryTravel_r5_MK2_20151029041517.csv,0.106
Charger_SamsungTravelAdapter1A_r5_MK2_20151030054420.csv,3.023
Charger_SamsungTravelAdapter1A_r5_MK2_20151030054433.csv,2.84
Charger_SamsungTravelAdapter1A_r5_MK2_20151030054442.csv,2.261
Charger_SamsungTravelAdapter1A_r5_MK2_20151030054452.csv,2.983
Charger_SamsungTravelAdapter1A_r5_MK2_20151030054503.csv,2.827
Charger_SamsungTravelAdapter1A_r5_MK2_20151030054513.csv,2.461
Charger_SamsungTravelAdapter1A_r5_MK2_20151030054524.csv,2.852
Charger_SamsungTravelAdapter1A_r5_MK2_20151030054533.csv,1.862
Charger_SamsungTravelAdapter1A_r5_MK2_20151030054542.csv,2.609
Charger_SamsungTravelAdapter1A_r5_MK2_20151030054552.csv,2.863
MosquitoRepellent_Baygon3W_r5_MK2_20151030054959.csv,0.18
MosquitoRepellent_Baygon3W_r5_MK2_20151030055010.csv,0.247
MosquitoRepellent_Baygon3W_r5_MK2_20151030055021.csv,0.271
MosquitoRepellent_Baygon3W_r5_MK2_20151030055031.csv,0.293
MosquitoRepellent_Baygon3W_r5_MK2_20151030055042.csv,0.324
MosquitoRepellent_Baygon3W_r5_MK2_20151030055053.csv,0.316
MosquitoRepellent_Baygon3W_r5_MK2_20151030055104.csv,0.297
MosquitoRepellent_Baygon3W_r5_MK2_20151030055120.csv,0.263
MosquitoRepellent_Baygon3W_r5_MK2_20151030055132.csv,0.319
MosquitoRepellent_Baygon3W_r5_MK2_20151030055143.csv,0.321
WaterHeater_Daalderop_r5_MK2_20151030061122.csv,0.099
WaterHeater_Daalderop_r5_MK2_20151030061133.csv,0.101
WaterHeater_Daalderop_r5_MK2_20151030061142.csv,0.099
WaterHeater_Daalderop_r5_MK2_20151030061153.csv,0.094
